name;donor;contribution
Dave Trott;Investment Co Institute;$5,000
Dave Trott;Natl Assn of Retail Collection Attorneys;$5,000
Niki Tsongas;Northrop Grumman;$6,000
Niki Tsongas;Save Our Heritage;$5,400
Niki Tsongas;Lockheed Martin;$5,000
Niki Tsongas;PAC for a Level Playing Field;$5,000
Niki Tsongas;Teamsters Union;$5,000
Michael R Turner;Sugar Creek Packing;$37,800
Michael R Turner;BAE Systems;$27,750
Michael R Turner;MacAndrews & Forbes;$19,600
Michael R Turner;Gosiger Inc;$15,000
Michael R Turner;Lockheed Martin;$13,700
Tom Udall;League of Conservation Voters;$63,143
Tom Udall;National Assn of Broadcasters;$55,150
Tom Udall;University of New Mexico;$48,574
Tom Udall;J Street;$38,250
Tom Udall;Comcast Corp;$26,855
Fred Upton;National Assn of Broadcasters;$58,685
Fred Upton;Energy Transfer Equity;$37,050
Fred Upton;Whirlpool Corp;$34,800
Fred Upton;Amway/Alticor Inc;$33,700
Fred Upton;AmerisourceBergen Corp;$19,100
David Valadao;Harris Farms;$18,900
David Valadao;Blue Cross/Blue Shield;$15,500
David Valadao;Honeywell International;$15,399
David Valadao;Blue Diamond Growers;$15,000
David Valadao;California Dairies Inc;$15,000
Chris Van Hollen;Votesane PAC;$164,250
Chris Van Hollen;Arnold & Porter Kaye Scholer;$75,350
Chris Van Hollen;WilmerHale LLP;$67,714
Chris Van Hollen;US Dept of Health & Human Services;$66,693
Chris Van Hollen;University of Maryland;$62,357
Juan Vargas;Duty Free Americas;$16,200
Juan Vargas;UnitedHealth Group;$11,000
Juan Vargas;Audax Private Equity;$10,800
Juan Vargas;Goldman Sachs;$10,517
Juan Vargas;American Crystal Sugar;$10,000
Marc Veasey;Votesane PAC;$90,500
Marc Veasey;Northrop Grumman;$18,240
Marc Veasey;Lockheed Martin;$17,500
Marc Veasey;Berkshire Hathaway;$13,200
Marc Veasey;Seafarers International Union;$11,000
Filemon Vela;Sheet Metal, Air, Rail & Transportation Union;$12,500
Filemon Vela;Valley Land Title;$10,800
Filemon Vela;WPP Group;$10,200
Filemon Vela;American Assn for Justice;$10,000
Filemon Vela;American Bankers Assn;$10,000
Nydia M Velazquez;J Street;$14,625
Nydia M Velazquez;American Assn of Orthodontists;$14,000
Nydia M Velazquez;American Federation of State/Cnty/Munic Employees;$10,000
Nydia M Velazquez;American Federation of Teachers;$10,000
Nydia M Velazquez;Bank of New York Mellon;$10,000
Pete Visclosky;Lockheed Martin;$49,800
Pete Visclosky;MacAndrews & Forbes;$28,300
Pete Visclosky;Harris Corp;$23,250
Pete Visclosky;Northrop Grumman;$20,000
Pete Visclosky;BAE Systems;$19,783
Ann L Wagner;Crawford Group;$127,850
Ann L Wagner;Northwestern Mutual;$48,950
Ann L Wagner;Jones Financial Companies;$43,200
Ann L Wagner;Ameren Corp;$30,100
Ann L Wagner;Rock Holdings;$27,550
Tim Walberg;CMS Energy;$23,400
Tim Walberg;Amway/Alticor Inc;$22,600
Tim Walberg;DTE Energy;$20,750
Tim Walberg;Mid American Group;$15,900
Tim Walberg;Alro Steel;$15,300
Greg Walden;National Assn of Broadcasters;$107,637
Greg Walden;Comcast Corp;$39,400
Greg Walden;Blue Cross/Blue Shield;$38,400
Greg Walden;DISH Network;$26,600
Greg Walden;Valero Energy;$22,000
Mark Walker;Glen Raven Inc;$21,500
Mark Walker;British American Tobacco;$20,850
Mark Walker;Xpo Logistics;$19,200
Mark Walker;LDJ Global Strategies;$16,200
Mark Walker;Wake Forest University;$13,550
Jackie Walorski;Eli Lilly & Co;$31,700
Jackie Walorski;Grand Design Rv;$25,600
Jackie Walorski;MacAndrews & Forbes;$23,700
Jackie Walorski;Smoker Craft;$23,200
Jackie Walorski;Bremen Castings;$21,600
Mimi Walters;Goldman Sachs;$45,800
Mimi Walters;Cox Enterprises;$33,750
Mimi Walters;Capital Group Companies;$24,407
Mimi Walters;Keyes Automotive Group;$24,300
Mimi Walters;Allergan plc;$21,200
Tim Walz;American Academy of Orthopaedic Surgeons;$5,000
Tim Walz;American Crystal Sugar;$5,000
Tim Walz;Credit Union National Assn;$5,000
Tim Walz;Farm Credit Council;$5,000
Tim Walz;Land O'Lakes;$5,000
Mark Warner;Dominion Resources;$127,173
Mark Warner;Altria Group;$117,365
Mark Warner;Norfolk Southern;$95,640
Mark Warner;Genworth Financial;$77,850
Mark Warner;Blackstone Group;$67,000
Elizabeth Warren;EMILY's List;$128,200
Elizabeth Warren;Harvard University;$112,184
Elizabeth Warren;Womencount PAC;$110,512
Elizabeth Warren;University of California;$72,635
Elizabeth Warren;Brown Rudnick LLP;$65,625
Maxine Waters;Marvin Engineering;$18,700
Maxine Waters;Rock Holdings;$14,200
Maxine Waters;Inglewood;$12,900
Maxine Waters;Primex International Trading;$12,500
Maxine Waters;State Farm Insurance;$11,000
Randy Weber;House Freedom Fund;$21,152
Randy Weber;Katie's Seafood Market;$10,800
Randy Weber;Majority Cmte PAC;$10,000
Randy Weber;Marathon Petroleum;$10,000
Randy Weber;Phillips 66;$10,000
Daniel Webster;Frontline Homeowner's Insurance;$18,900
Daniel Webster;Air Products & Chemicals Inc;$10,800
Daniel Webster;Carnival Corp;$10,800
Daniel Webster;Fun Spot America;$10,800
Daniel Webster;Phoenix American Insurance Group;$10,800
Peter Welch;Telephone & Data Systems Inc;$13,900
Peter Welch;Mentor Network;$10,800
Peter Welch;National Beer Wholesalers Assn;$10,500
Peter Welch;American Assn for Justice;$10,000
Peter Welch;American Hotel & Lodging Assn;$10,000
Brad Wenstrup;American Financial Group;$48,600
Brad Wenstrup;Cintas Corp;$14,100
Brad Wenstrup;Keating, Muething & Klekamp;$13,400
Brad Wenstrup;Northrop Grumman;$13,000
Brad Wenstrup;Castellini Co;$10,800
Bruce Westerman;Stephens Group;$20,950
Bruce Westerman;Murphy Oil;$19,450
Bruce Westerman;Simmons First National Corp;$17,150
Bruce Westerman;National Alliance of Forest Owners;$13,750
Bruce Westerman;Federal Forest Resource Coalition;$12,500
Sheldon Whitehouse;League of Conservation Voters;$182,011
Sheldon Whitehouse;Democracy Engine;$74,608
Sheldon Whitehouse;Motley Rice LLC;$36,500
Sheldon Whitehouse;WilmerHale LLP;$33,553
Sheldon Whitehouse;Brown University;$27,437
Roger Wicker;Telapex Inc;$48,200
Roger Wicker;Fresenius Medical Care;$42,000
Roger Wicker;Berkshire Hathaway;$40,025
Roger Wicker;BGR Group;$37,100
Roger Wicker;Northrop Grumman;$31,400
Susan Wild;EMILY's List;$95,614
Susan Wild;Democracy Engine;$34,935
Susan Wild;Gross, McGinley et al;$30,365
Susan Wild;AmeriPAC: The Fund for a Greater America;$29,750
Susan Wild;Swing Left;$25,879
Roger Williams;Lockheed Martin;$20,400
Roger Williams;Berkshire Hathaway;$16,900
Roger Williams;Mr Cooper Home Loans;$11,350
Roger Williams;Higginbotham Insurance;$11,300
Roger Williams;Finley Resources;$10,800
Frederica Wilson;American Assn for Justice;$10,000
Frederica Wilson;American Federation of Teachers;$10,000
Frederica Wilson;AT&T Inc;$10,000
Frederica Wilson;International Brotherhood of Electrical Workers;$10,000
Frederica Wilson;National Education Assn;$10,000
Joe Wilson;NorPAC;$18,100
Joe Wilson;Nelson, Mullins et al;$15,750
Joe Wilson;Blue Cross/Blue Shield;$13,700
Joe Wilson;Collum's Lumber Products;$10,800
Joe Wilson;Willoughby & Hoefer;$10,800
Rob Wittman;Northrop Grumman;$39,400
Rob Wittman;Seafarers International Union;$18,500
Rob Wittman;Hilldrup Companies;$17,150
Rob Wittman;General Dynamics;$15,200
Rob Wittman;Lockheed Martin;$12,000
Steve Womack;Walmart Inc;$65,600
Steve Womack;Stephens Group;$15,900
Steve Womack;McKee Foods;$12,500
Steve Womack;Best Buy;$11,700
Steve Womack;Arkansas Surgical Hospital;$11,500
Rob Woodall;Primerica Inc;$18,000
Rob Woodall;Coca-Cola Co;$11,500
Rob Woodall;Southern Co;$11,500
Rob Woodall;Yancey Brothers;$10,800
Rob Woodall;Koch Industries;$10,500
Ron Wyden;Nike Inc;$100,847
Ron Wyden;Blue Cross/Blue Shield;$81,013
Ron Wyden;Intel Corp;$69,288
Ron Wyden;League of Conservation Voters;$66,461
Ron Wyden;Akin, Gump et al;$63,505
John A Yarmuth;Brown-Forman Corp;$21,150
John A Yarmuth;LHC Group;$16,200
John A Yarmuth;Kindred Healthcare;$10,200
John A Yarmuth;American Crystal Sugar;$10,000
John A Yarmuth;Carpenters & Joiners Union;$10,000
Kevin Yoder;Polsinelli Pc;$57,850
Kevin Yoder;Burns & McDonnell;$45,450
Kevin Yoder;Lockton Companies;$44,450
Kevin Yoder;Waddell & Reed;$37,000
Kevin Yoder;QC Holdings;$31,600
Ted Yoho;House Freedom Fund;$26,020
Ted Yoho;Richmond Hill Capital Partners;$12,502
Ted Yoho;Gleim Publications;$11,467
Ted Yoho;American Crystal Sugar;$10,000
Ted Yoho;American Veterinary Medical Assn;$10,000
David Young;Berkshire Hathaway;$21,050
David Young;Wells Fargo;$20,350
David Young;Ruan Companies;$15,400
David Young;Honeywell International;$15,399
David Young;Hawkeye PAC;$15,000
Don Young;Edison Chouest Offshore;$32,400
Don Young;General Communication Inc;$26,150
Don Young;Trident Seafoods;$18,600
Don Young;Lynden Inc;$16,200
Don Young;Chugach Native Assn;$14,350
Todd Young;Votesane PAC;$187,000
Todd Young;Hanning & Bean Enterprises;$145,400
Todd Young;Eli Lilly & Co;$85,335
Todd Young;Amway/Alticor Inc;$83,000
Todd Young;DaVita Inc;$82,000
Lee Zeldin;Votesane PAC;$100,475
Lee Zeldin;NorPAC;$24,750
Lee Zeldin;Hj Kalikow & Co;$21,700
Lee Zeldin;Koch Industries;$20,000
Lee Zeldin;Blackstone Group;$19,900
